GENE	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
PBXIP1	1.20740391315726e-17	2.2229842469525	0.35	0.035	0.000000000000248870094579974	7	PBXIP1
MIR99AHG5	1.62871111807657e-17	1.26403793190446	0.95	0.736	0.000000000000335709935657942	7	MIR99AHG
SORBS16	2.65602380591524e-17	1.3384100338798	0.95	0.392	0.000000000000547459626875249	7	SORBS1
MAST43	2.78639163931088e-17	1.48688306032407	0.875	0.335	0.000000000000574331044694758	7	MAST4
LRP1B4	4.10247380688457e-17	1.05021046578111	1	0.736	0.000000000000845601901075047	7	LRP1B
PLSCR4	4.24962925886092e-17	2.55263544284886	0.35	0.039	0.000000000000875933582836413	7	PLSCR4
MT2A4	5.27300305033101e-17	1.87780647169693	0.85	0.323	0.00000000000108687138873423	7	MT2A
PLD52	5.46974071229871e-17	1.63963692920402	0.775	0.242	0.00000000000112742295561901	7	PLD5
RP11-39M21.14	5.79862732804809e-17	1.94279050635329	0.725	0.222	0.00000000000119521306485727	7	RP11-39M21.1
OPHN12	9.37204660669131e-17	1.79804896136738	0.825	0.335	0.00000000000193176624657121	7	OPHN1
CAMK2G4	1.18875653163508e-16	1.78281903672566	0.775	0.258	0.00000000000245026496300623	7	CAMK2G
SGCD4	1.22745339879404e-16	1.65436068715122	0.825	0.299	0.00000000000253002694559427	7	SGCD
WLS2	1.24483364392144e-16	1.65183641545479	0.6	0.125	0.00000000000256585110685088	7	WLS
RBMS3-AS31	1.78882785080681e-16	2.39168366665751	0.375	0.048	0.00000000000368713196608299	7	RBMS3-AS3
SLC30A10	2.22445229398521e-16	2.54343547037158	0.425	0.065	0.00000000000458504106836232	7	SLC30A10
SLC6A1-AS16	2.57630630268624e-16	1.1965569646266	0.975	0.427	0.00000000000531028255109688	7	SLC6A1-AS1
FAT34	2.74065255812353e-16	1.52123884409822	0.825	0.275	0.00000000000564903305280422	7	FAT3
NDRG2	2.95200958211202e-16	1.66243605673402	0.725	0.213	0.00000000000608468215064929	7	NDRG2
ADGRA32	3.25202424894399e-16	2.04218038297218	0.5	0.091	0.00000000000670307238192335	7	ADGRA3
CSGALNACT14	3.93731668436447e-16	1.37776431880007	0.75	0.224	0.00000000000811559714981204	7	CSGALNACT1
TTYH12	5.05373949139707e-16	1.74819660676721	0.725	0.208	0.0000000000104167678396677	7	TTYH1
CXCL14	6.02411609805636e-16	1.41048097214715	0.3	0.028	0.0000000000124169081013138	7	CXCL14
RHPN2	6.35974939472804e-16	2.11012095877427	0.425	0.063	0.0000000000131087154524134	7	RHPN2
ADAMTS171	6.61429327869483e-16	1.76837536054801	0.475	0.08	0.0000000000136333813060458	7	ADAMTS17
FUT91	7.99347358828425e-16	1.38209866075849	0.9	0.429	0.0000000000164761477601715	7	FUT9
AC074363.14	8.28612338149528e-16	1.46282462267049	0.8	0.264	0.0000000000170793575139381	7	AC074363.1
ARHGAP311	1.13997633693936e-15	1.75399773837233	0.5	0.09	0.000000000023497192256994	7	ARHGAP31
LINC005114	1.59383314009634e-15	1.2506641395837	0.825	0.276	0.0000000000328520886836658	7	LINC00511
RP11-263K19.4	2.0650683739931e-15	2.4317017531355	0.275	0.025	0.0000000000425651893247458	7	RP11-263K19.4
RP11-849I19.1	2.12030572136947e-15	2.17129793984188	0.325	0.035	0.0000000000437037415288675	7	RP11-849I19.1
MED12L4	2.35502467443574e-15	1.78103488834374	0.75	0.258	0.0000000000485417685894695	7	MED12L
SOX91	3.22679015199287e-15	1.66640346832526	0.475	0.08	0.0000000000665105986128771	7	SOX9
MAPK105	4.27849867849685e-15	1.08798033128513	0.95	0.534	0.0000000000881884147611771	7	MAPK10
AHCYL13	4.35848091826668e-15	1.52293494299676	0.675	0.182	0.0000000000898370086873128	7	AHCYL1
TP53BP2	4.9065720950529e-15	1.60159794152031	0.425	0.066	0.00000000010113426402323	7	TP53BP2
SLC25A33	5.46876597995021e-15	1.73416603741257	0.525	0.11	0.000000000112722204378734	7	SLC25A33
ARHGAP264	5.98150409293255e-15	1.30780945900749	0.9	0.373	0.000000000123290762363526	7	ARHGAP26
PRDX6	6.88130722888383e-15	2.07989048077695	0.45	0.079	0.000000000141837504601754	7	PRDX6
AC016716.22	6.97212891443897e-15	1.62774517569408	0.625	0.164	0.000000000143709521184416	7	AC016716.2
NFIA5	7.08629909362619e-15	1.0151849436038	1	0.576	0.000000000146062796917823	7	NFIA
ARHGEF42	9.71230032235238e-15	1.50277459329128	0.75	0.245	0.000000000200189934244327	7	ARHGEF4
GPAM	0.000000000000012699387751114	2.29228360293342	0.375	0.056	0.000000000261759780325961	7	GPAM
AC074391.11	0.0000000000000128454904182356	1.98099066349108	0.575	0.148	0.000000000264771248500672	7	AC074391.1
RP11-436D23.14	0.0000000000000135524301344518	1.32826408666794	0.925	0.446	0.00000000027934268993132	7	RP11-436D23.1
SLC15A2	0.0000000000000139307412411682	1.90478131633102	0.4	0.062	0.000000000287140438462959	7	SLC15A2
MACF1	0.0000000000000233205182455128	1.05209202924078	0.95	0.688	0.00000000048068252207651	7	MACF1
SCG31	0.0000000000000246181326739658	2.06461675723981	0.5	0.106	0.000000000507428950675782	7	SCG3
ANKFN11	0.0000000000000251510355861612	1.70485798791673	0.55	0.128	0.000000000518413145501955	7	ANKFN1
JUN3	0.0000000000000339365630607454	1.61023044515697	0.65	0.174	0.000000000699500437808083	7	JUN
ADGRL36	0.0000000000000441885082501486	1.00189463461795	1	0.583	0.000000000910813532052063	7	ADGRL3
XAF1	0.0000000000000528983240180601	2.13177724427509	0.3	0.034	0.00000000109034025466026	7	XAF1
IDH2	0.0000000000000680767462002443	1.40732505437568	0.675	0.187	0.00000000140319789267943	7	IDH2
CKB5	0.0000000000000711057336652317	1.10350081362511	0.9	0.395	0.00000000146563138230776	7	CKB
NFIB3	0.0000000000000834883150682587	1.14669342422879	0.925	0.412	0.00000000172086115018695	7	NFIB
MCC4	0.000000000000144972461889763	1.55988959138702	0.6	0.154	0.0000000029881723844718	7	MCC
SYTL4	0.000000000000171584375698475	2.36381229744585	0.325	0.043	0.00000000353669715189696	7	SYTL4
YAP12	0.000000000000211300534728399	1.71390981742665	0.525	0.12	0.00000000435532662182176	7	YAP1
MEIS23	0.000000000000232149325567419	0.986969620087403	0.9	0.39	0.00000000478506189859564	7	MEIS2
TNS3	0.000000000000245492815116199	1.64167468760908	0.5	0.108	0.0000000050600979051751	7	TNS3
MGLL	0.000000000000249557151174518	1.50910790786494	0.55	0.128	0.00000000514387200000916	7	MGLL
WDR49	0.000000000000260937555904037	2.47739992126239	0.275	0.031	0.000000005378444902294	7	WDR49
MKLN15	0.000000000000276195850390499	0.838682462187851	1	0.718	0.00000000569294886824897	7	MKLN1
ZHX33	0.000000000000295817514912884	1.25179088422576	0.875	0.397	0.00000000609739061738436	7	ZHX3
IQCA11	0.000000000000353518251914033	1.88815972727682	0.475	0.103	0.00000000728671820845205	7	IQCA1
HTRA12	0.000000000000358108017157215	1.17963964314598	0.7	0.19	0.00000000738132244964452	7	HTRA1
RP11-526N18.1	0.000000000000405064218232738	2.26673732633459	0.275	0.031	0.0000000083491836662132	7	RP11-526N18.1
PRKCA4	0.000000000000431379442268737	1.12643840424894	0.9	0.489	0.0000000088915930640432	7	PRKCA
NCAN	0.000000000000531239556167294	1.78692630926619	0.45	0.093	0.0000000109499097317203	7	NCAN
FOS3	0.000000000000604497226601129	0.874606405694873	0.725	0.205	0.0000000124598968347025	7	FOS
F11-AS1	0.0000000000006762335033101	2.32502097316707	0.35	0.056	0.0000000139385249702278	7	F11-AS1
RP11-156K13.1	0.000000000000780479516146458	1.41983129804224	0.5	0.102	0.0000000160872437868108	7	RP11-156K13.1
RFX44	0.000000000000788069885867855	1.36784389166495	0.625	0.184	0.0000000162436964875082	7	RFX4
SLC1A41	0.00000000000089686027866421	2.05210690914461	0.4	0.074	0.0000000184860840638267	7	SLC1A4
ZFP36L11	0.000000000000962474205218916	1.14276647626731	0.5	0.105	0.0000000198385183179723	7	ZFP36L1
FBXL75	0.0000000000010453534626641	0.98156819462462	0.975	0.519	0.0000000215468255724324	7	FBXL7
CRB2	0.00000000000112934327411666	2.05006896942257	0.3	0.039	0.0000000232780235660926	7	CRB2
STK332	0.00000000000114173233803321	1.64181864798323	0.475	0.1	0.0000000235333869515405	7	STK33
SOX21	0.00000000000115046531001826	1.2537762756102	0.65	0.177	0.0000000237133909700963	7	SOX2
ASPH2	0.00000000000122675381014917	1.28259704190986	0.75	0.262	0.0000000252858495347946	7	ASPH
NRCAM4	0.0000000000017974702719194	1.05457890745714	0.925	0.394	0.0000000370494572448027	7	NRCAM
PDZRN34	0.00000000000222445438086317	1.28189059971822	0.7	0.242	0.0000000458504536983517	7	PDZRN3
EGLN34	0.00000000000223140461617833	1.00311604484531	0.775	0.25	0.0000000459937119486678	7	EGLN3
TGFB22	0.00000000000241774105738414	1.17677748590583	0.5	0.108	0.0000000498344786748018	7	TGFB2
PRKG15	0.00000000000251289196300012	1.41873416735334	0.725	0.272	0.0000000517957291413585	7	PRKG1
HEPN15	0.00000000000255473726260816	1.30427682857641	0.725	0.252	0.0000000526582444568795	7	HEPN1
PDK41	0.00000000000302863998533204	1.65978471473597	0.55	0.148	0.000000062426327377664	7	PDK4
S100B4	0.00000000000332399488804522	1.27541159041753	0.725	0.242	0.000000068514182632388	7	S100B
RIMKLB4	0.00000000000412422316475939	1.4850831545004	0.6	0.176	0.0000000850084878720206	7	RIMKLB
ITGA7	0.00000000000427626473532741	2.48297416670471	0.3	0.043	0.0000000881423687245685	7	ITGA7
GADD45B2	0.00000000000605630910984489	1.43922017825825	0.525	0.13	0.000000124832643372123	7	GADD45B
NBPF193	0.0000000000064144840000873	1.43779441730776	0.575	0.159	0.000000132215344209799	7	NBPF19
CKMT2	0.00000000000669393950665427	1.77267882006856	0.4	0.077	0.000000137975481111158	7	CKMT2
MT31	0.00000000000684911013966759	1.22309475522947	0.8	0.319	0.000000141173858198828	7	MT3
OLFM22	0.000000000007164548297674	1.82937334326227	0.575	0.182	0.000000147675669511657	7	OLFM2
TRPS12	0.00000000000760024050112977	1.25794936235386	0.85	0.441	0.000000156656157209287	7	TRPS1
S100A1	0.00000000000811833847268559	1.39627258579162	0.45	0.09	0.000000167335192598995	7	S100A1
LGR4	0.00000000000876242733235405	1.45459637120441	0.625	0.193	0.000000180611152174482	7	LGR4
GFAP1	0.0000000000133307239038404	0.600118091777688	0.5	0.116	0.000000274772881105959	7	GFAP
C1orf214	0.0000000000140057472578781	1.38533501059324	0.675	0.245	0.000000288686462479384	7	C1orf21
RIN21	0.0000000000153756294323316	1.25936105438342	0.7	0.235	0.000000316922473859218	7	RIN2
TULP3	0.0000000000159092503332619	1.36343164600062	0.65	0.204	0.000000327921467869193	7	TULP3
NWD1	0.0000000000163108030395806	1.89464361892255	0.375	0.071	0.000000336198272251835	7	NWD1
ADGRB35	0.0000000000165398049342786	0.739981826163487	1	0.769	0.00000034091845930535	7	ADGRB3
PLEKHG11	0.000000000016545275500267	1.14052167901116	0.675	0.215	0.000000341031218611503	7	PLEKHG1
CTDSPL4	0.0000000000176438893690333	1.58549892851406	0.65	0.244	0.000000363675847674515	7	CTDSPL
DPP105	0.0000000000201694952719632	1.35738828594119	0.875	0.423	0.000000415733636545705	7	DPP10
PIK3C2A1	0.0000000000218121953791931	1.29944334664461	0.75	0.321	0.000000449592971155929	7	PIK3C2A
STXBP55	0.000000000021957460753907	1.27415818108745	0.85	0.372	0.000000452587181059531	7	STXBP5
SERPINI2	0.0000000000248222109142035	2.53694643934374	0.275	0.039	0.000000511635411363562	7	SERPINI2
CNN31	0.0000000000272047629886931	1.365332177985	0.475	0.108	0.000000560744574722941	7	CNN3
BCL21	0.0000000000313465194833082	1.15793083098244	0.725	0.261	0.00000064611445958995	7	BCL2
CNTN15	0.0000000000314500490824348	1.14283523776062	0.825	0.358	0.000000648248411687146	7	CNTN1
ITGA6	0.0000000000325598125213327	2.19216381261606	0.3	0.046	0.000000671122855689709	7	ITGA6
SDC2	0.0000000000329987095103983	2.20620968427857	0.3	0.046	0.00000068016940042833	7	SDC2
RAMP11	0.000000000034505265260972	1.78681368668612	0.475	0.119	0.000000711222527559154	7	RAMP1
ALDH7A12	0.0000000000349807843897271	1.28024528922055	0.65	0.218	0.000000721023927841054	7	ALDH7A1
ZSWIM65	0.0000000000407555536441588	0.816021732731559	0.975	0.585	0.000000840053471713401	7	ZSWIM6
TOB1	0.0000000000416532406528949	2.10858785167329	0.375	0.076	0.000000858556596337469	7	TOB1
ADGRG11	0.0000000000510109617365268	1.48942795565353	0.375	0.069	0.00000105143794331329	7	ADGRG1
C14orf1591	0.0000000000566829406626161	1.27171175563929	0.65	0.23	0.00000116834877293784	7	C14orf159
SCRG12	0.0000000000655090969587396	1.33038064524512	0.625	0.201	0.00000135027350651354	7	SCRG1
GAREM13	0.0000000000685767478105341	1.09866781602319	0.825	0.369	0.00000141350392587073	7	GAREM1
SASH13	0.0000000000816918379527558	1.09831594418616	0.825	0.392	0.0000016838321638822	7	SASH1
EFEMP11	0.0000000000896479789420809	1.90327345302006	0.35	0.065	0.00000184782414195417	7	EFEMP1
FGF2	0.0000000000943094568076021	1.94692262827654	0.3	0.048	0.00000194390652371829	7	FGF2
ZFP361	0.000000000101242452926567	1.24810398056002	0.475	0.111	0.00000208680943972239	7	ZFP36
GABBR13	0.000000000102479309398435	1.49987497778827	0.55	0.171	0.00000211230352532054	7	GABBR1
ZFHX42	0.000000000118113211215668	1.1479271060251	0.625	0.179	0.00000243454950957735	7	ZFHX4
IER21	0.000000000135076466772035	1.55555970308418	0.425	0.097	0.00000278419613310519	7	IER2
IZUMO4	0.000000000141891314148002	1.34127772524834	0.375	0.069	0.00000292466376721862	7	IZUMO4
AP000462.21	0.000000000164490199792221	1.53197227931278	0.65	0.27	0.00000339047199811726	7	AP000462.2
UGP22	0.000000000180673281645636	1.10523072458928	0.7	0.252	0.00000372403768127985	7	UGP2
SPRY2	0.000000000197779709268544	1.89444905165315	0.275	0.04	0.00000407663536744324	7	SPRY2
C4orf19	0.000000000201529963957704	1.67071215202825	0.4	0.088	0.0000041539356170962	7	C4orf19
FGD41	0.000000000204210485643262	1.06083266522378	0.7	0.259	0.00000420918653007892	7	FGD4
STOX1	0.00000000022742564511482	2.21362341195475	0.3	0.051	0.00000468769739710667	7	STOX1
KANK12	0.000000000237344897495575	0.942647681128507	0.825	0.352	0.00000489215302717878	7	KANK1
ITPKB1	0.000000000259518222013427	0.980421280110922	0.625	0.188	0.00000534918959214075	7	ITPKB
PRKD15	0.000000000284867629828781	1.23695300442325	0.7	0.27	0.00000587169158603084	7	PRKD1
CSRP1	0.000000000285011223454307	1.06228455768099	0.475	0.108	0.00000587465133784017	7	CSRP1
P2RY142	0.000000000328347148092057	1.85188472621623	0.475	0.136	0.00000676789141647347	7	P2RY14
ACADVL2	0.000000000347189404845343	1.2236959267168	0.675	0.248	0.00000715626801267222	7	ACADVL
CCND31	0.000000000372403187526933	1.41008496825519	0.575	0.191	0.00000767597450130515	7	CCND3
ABI12	0.000000000388500536846316	1.39559612011534	0.65	0.253	0.00000800777306547627	7	ABI1
RAPGEF3	0.00000000043700290324385	2.066239839494	0.3	0.051	0.00000900750384166223	7	RAPGEF3
GRINA2	0.000000000438535546629874	1.51866460216808	0.45	0.117	0.00000903909468713497	7	GRINA
RP11-317N12.1	0.000000000452168906747026	2.33379741358715	0.4	0.097	0.00000932010550586971	7	RP11-317N12.1
JUNB2	0.000000000472582019622313	1.38180377464386	0.6	0.219	0.00000974086058845512	7	JUNB
DKK34	0.000000000495684401929666	1.62211822280854	0.5	0.15	0.0000102170468925743	7	DKK3
ENTPD1	0.000000000505638434985483	1.64766973983964	0.4	0.093	0.0000104222194219208	7	ENTPD1
CHPT13	0.00000000051615340077328	1.61989274562569	0.65	0.292	0.0000106389538967389	7	CHPT1
SLC25A26	0.000000000635478335792345	1.15352628058473	0.7	0.269	0.0000130984794573518	7	SLC25A26
PRRX13	0.000000000649488435826382	1.59477152373432	0.425	0.106	0.0000133872556392534	7	PRRX1
SOX65	0.00000000069564248246934	0.938539866914824	0.825	0.36	0.000014338582848658	7	SOX6
RASD11	0.000000000709825273246478	2.52051679114484	0.375	0.09	0.0000146309185321564	7	RASD1
HEPACAM2	0.000000000755922269697997	1.16015074450714	0.65	0.207	0.0000155810698230151	7	HEPACAM
AC007389.3	0.000000000789956046414035	2.07060277127099	0.3	0.054	0.0000162825740286861	7	AC007389.3
TRAK13	0.000000000869246545305771	1.35738846677409	0.625	0.231	0.0000179169097918425	7	TRAK1
SFMBT23	0.000000000929854004035148	0.882150326909296	0.725	0.275	0.0000191661507311725	7	SFMBT2
MAML26	0.000000000959249937322572	0.587259727821476	0.975	0.514	0.0000197720597080928	7	MAML2
CPT1A	0.00000000104790213229167	2.32964320744635	0.3	0.056	0.0000215993587507959	7	CPT1A
ECHDC22	0.00000000108835678717774	1.70631838201143	0.45	0.123	0.0000224332100973076	7	ECHDC2
FOXG1	0.00000000113059575484748	1.4639358856049	0.4	0.096	0.0000233038396989162	7	FOXG1
MFHAS12	0.00000000115962950041598	1.60191323388243	0.5	0.154	0.0000239022832625742	7	MFHAS1
PARD3B2	0.00000000127854567421965	1.0562604426264	0.775	0.38	0.0000263533834370153	7	PARD3B
CELF25	0.00000000128736560018964	0.907950222344318	0.9	0.471	0.0000265351797511089	7	CELF2
RP13-143G15.4	0.00000000129733344884063	2.01997247730494	0.35	0.076	0.0000267406370475031	7	RP13-143G15.4
STRIP2	0.00000000171102059944854	2.46384182898847	0.275	0.048	0.0000352675565958334	7	STRIP2
Z83001.1	0.00000000202373862776296	1.77214651604934	0.375	0.088	0.0000417133005954501	7	Z83001.1
LINC004613	0.00000000228869549235112	1.04074434232254	0.8	0.4	0.0000471745914883412	7	LINC00461
LRP4-AS12	0.00000000270651139971009	0.959321655353078	0.45	0.108	0.0000557866129708243	7	LRP4-AS1
CTD-2544M6.1	0.00000000291489326735493	1.83332044138635	0.325	0.066	0.0000600817800267199	7	CTD-2544M6.1
ITSN12	0.00000000293097033509306	1.09030311032017	0.725	0.327	0.0000604131605469381	7	ITSN1
NTRK36	0.00000000299396018194965	0.798593822831571	0.825	0.333	0.0000617115072703461	7	NTRK3
FAM155A6	0.00000000359925539913696	0.666890847168783	0.95	0.386	0.0000741878522870111	7	FAM155A
IFITM31	0.00000000361747127640923	1.77218069729775	0.275	0.046	0.0000745633179493471	7	IFITM3
NBPF141	0.00000000442003063270262	1.46143373331983	0.3	0.054	0.0000911056714012663	7	NBPF14
HOPX1	0.00000000446207133684143	1.59555111211173	0.45	0.13	0.0000919722143949756	7	HOPX
ARHGAP51	0.00000000527981833667171	1.25472478519829	0.7	0.312	0.000108827615555477	7	ARHGAP5
BCR2	0.00000000545997859105264	1.24598402761438	0.55	0.194	0.000112541078718777	7	BCR
SLC35F15	0.00000000588137970007833	0.903200645772738	0.825	0.41	0.000121226998378015	7	SLC35F1
ADHFE1	0.00000000595649535558364	1.81610468294249	0.325	0.069	0.00012277528226929	7	ADHFE1
FAM171B2	0.00000000697302957713476	1.38747013583702	0.625	0.258	0.000143728085643902	7	FAM171B
PDDC1	0.00000000848761698588785	1.60165871574699	0.375	0.093	0.00017494676131312	7	PDDC1
BMP2K1	0.0000000103619243984432	0.880411894864528	0.6	0.207	0.00021357998570071	7	BMP2K
SCARA3	0.0000000108944802015884	1.62542525268866	0.3	0.059	0.00022455702591514	7	SCARA3
BCL63	0.0000000117262387428186	0.905489563173374	0.55	0.164	0.000241701232966977	7	BCL6
DDIT41	0.0000000118471836485249	1.12832984898917	0.475	0.133	0.000244194149363396	7	DDIT4
CSPG51	0.0000000123324424033197	1.25117408415579	0.35	0.079	0.000254196302817227	7	CSPG5
ARHGEF10L1	0.0000000136280041551968	1.28513618098913	0.425	0.117	0.000280900421646916	7	ARHGEF10L
EPHX1	0.000000014068369382674	1.98035556922442	0.3	0.062	0.000289977229715677	7	EPHX1
EZR1	0.0000000141899590725127	1.75943182253322	0.275	0.051	0.000292483436402632	7	EZR
SH3PXD2B1	0.000000014512202821656	1.16814960214046	0.525	0.167	0.000299125524559973	7	SH3PXD2B
MYOM1	0.000000016061694968924	1.67749204401396	0.275	0.051	0.000331063656699462	7	MYOM1
SESN33	0.0000000162445234697908	1.41654070768877	0.55	0.213	0.000334832117759329	7	SESN3
DCXR	0.0000000171689215253246	1.47904956103387	0.35	0.08	0.000353885810479991	7	DCXR
OSBPL11	0.0000000177920313241049	1.85182249986825	0.35	0.085	0.00036672934965245	7	OSBPL11
ESRRG4	0.000000017809290631136	0.913397271827289	0.775	0.38	0.000367085098488976	7	ESRRG
PTCHD1-AS2	0.0000000179837695975939	1.11307263497458	0.6	0.233	0.000370681458945606	7	PTCHD1-AS
ADD31	0.0000000201751374486902	0.87769939480663	0.875	0.492	0.000415849933092401	7	ADD3
LHFP4	0.0000000207389805552411	0.938988569084856	0.725	0.323	0.000427471867204629	7	LHFP
BICC11	0.0000000208837325910138	1.60584274280593	0.425	0.128	0.000430455496165976	7	BICC1
GPR75-ASB32	0.0000000229028267586709	1.14516466339582	0.7	0.34	0.000472073065149725	7	GPR75-ASB3
TGFBR31	0.0000000292121801785455	1.71239195405053	0.4	0.114	0.00060212145784018	7	TGFBR3
MICALL21	0.0000000292337916237563	2.07655137771975	0.35	0.093	0.000602566912948864	7	MICALL2
LRRC4C5	0.0000000329767034889748	0.618917350139369	0.925	0.529	0.000679715812314748	7	LRRC4C
PPP1R9A4	0.0000000347732322179167	0.808990739780519	0.825	0.414	0.000716745862475698	7	PPP1R9A
ALDH2	0.0000000408415385648429	1.31356031714402	0.35	0.083	0.000841825792898543	7	ALDH2
LPP4	0.0000000453372151105664	0.761565487575128	0.85	0.519	0.000934490677858995	7	LPP
RP11-495P10.1	0.0000000461112629684847	1.6393237716336	0.275	0.054	0.000950445352306407	7	RP11-495P10.1
COL27A11	0.000000048543288888935	1.81819586779033	0.3	0.066	0.00100057427057873	7	COL27A1
BRINP35	0.0000000539011705779388	0.929263113305257	0.625	0.244	0.00111101092795247	7	BRINP3
LINC011382	0.0000000546075165595334	1.16273397366714	0.6	0.256	0.0011255701313251	7	LINC01138
TIMP34	0.0000000583926438236452	1.1840769152808	0.55	0.211	0.00120358917449297	7	TIMP3
RAVER21	0.0000000591233154117074	1.92916531282189	0.4	0.122	0.00121864977726611	7	RAVER2
INTU	0.0000000658826776719999	1.21906375279695	0.55	0.21	0.00135797375217526	7	INTU
RP11-3B12.2	0.000000068294267921613	1.7875537892609	0.35	0.091	0.00140768145040029	7	RP11-3B12.2
SNCAIP1	0.0000000683104988059929	1.71029521012915	0.3	0.066	0.00140801600138913	7	SNCAIP
EPHB14	0.0000000709736750174231	0.947753742006295	0.625	0.279	0.00146290938945913	7	EPHB1
PTCH1	0.0000000720644358185999	1.86442651536868	0.275	0.056	0.00148539215109298	7	PTCH1
HRH1	0.00000007733109672032	1.61693321101438	0.4	0.117	0.00159394856559924	7	HRH1
SEMA4B1	0.0000000816326063266007	1.34112063663477	0.475	0.157	0.00168261128160389	7	SEMA4B
ABCD2	0.0000000944327276042871	1.78249224001933	0.3	0.069	0.00194644738137957	7	ABCD2
PHGDH	0.0000000951443774711408	1.4115738228211	0.3	0.065	0.00196111590843515	7	PHGDH
SYT174	0.000000107018500617446	1.22226933355798	0.5	0.174	0.00220586533472679	7	SYT17
EYA23	0.000000116799405237765	0.703840963337069	0.5	0.159	0.00240746934076082	7	EYA2
TEAD13	0.000000124680845567501	1.04826907224544	0.625	0.27	0.00256992158883733	7	TEAD1
SLC3A2	0.000000125061713836689	1.36827718751363	0.45	0.148	0.00257777204560183	7	SLC3A2
SEC14L11	0.000000151183780201303	0.941287358824033	0.6	0.241	0.00311620007750926	7	SEC14L1
AASS1	0.000000194168460179907	1.16161180055323	0.475	0.145	0.00400220030122824	7	AASS
PLCG11	0.000000194410688674138	1.03783242619681	0.45	0.14	0.00400719311495133	7	PLCG1
FGD61	0.000000195432418718638	1.67497899453772	0.375	0.111	0.00402825301462856	7	FGD6
SLC6A12	0.000000208844345070504	1.20060399701418	0.55	0.199	0.00430469964059323	7	SLC6A1
CD81	0.000000209923386732005	1.43048532674118	0.4	0.117	0.00432694084732008	7	CD81
RP11-417F21.1	0.000000234370494852035	1.12855977827884	0.4	0.114	0.00483084463989014	7	RP11-417F21.1
SPRED2	0.00000024912503413342	1.16612728416313	0.45	0.153	0.00513496520355805	7	SPRED2
WDR62	0.00000024996602755432	1.1610727379986	0.4	0.116	0.00515229975994964	7	WDR6
LAMA1	0.000000257056571078244	1.52995762474942	0.275	0.06	0.00529845004306477	7	LAMA1
RHOBTB31	0.000000277483312779202	1.05267689904614	0.6	0.262	0.0057194860430049	7	RHOBTB3
DENND1A1	0.000000296884609854779	0.771400535872946	0.775	0.406	0.0061193855783267	7	DENND1A
RGMA2	0.000000319625604628605	1.16627637874355	0.35	0.094	0.0065881229626048	7	RGMA
ZNF423	0.000000328147212695603	1.36157913181771	0.325	0.082	0.00676377034808177	7	ZNF423
FARP14	0.000000412265161803004	1.18446623233532	0.6	0.282	0.00849760951508352	7	FARP1
PTPRG6	0.00000044318203972672	0.765324654477103	0.775	0.431	0.00913486820284714	7	PTPRG
PDE3B3	0.000000456392983266175	1.62134954275709	0.475	0.185	0.0094071721710824	7	PDE3B
OSBPL65	0.000000507034449787082	1.09758028956266	0.625	0.304	0.0104509940790113	7	OSBPL6
RAB4A	0.000000523058391419425	1.39509739606996	0.35	0.1	0.0107812795639372	7	RAB4A
METTL7A	0.000000532613496062249	1.27053402466169	0.375	0.108	0.0109782293808351	7	METTL7A
GRM35	0.000000539044590934481	0.724313482150716	0.8	0.406	0.0111107871083415	7	GRM3
THSD7A4	0.000000605297278581679	0.740033464094449	0.6	0.236	0.0124763875061256	7	THSD7A
AC002117.1	0.000000607090822402111	1.16807101121922	0.375	0.106	0.0125133560313523	7	AC002117.1
PRKCA-AS11	0.000000665073036693247	0.86930701372034	0.4	0.113	0.0137084854323212	7	PRKCA-AS1
SH3RF11	0.000000679482232892256	0.699175897485953	0.575	0.219	0.0140054877843752	7	SH3RF1
MPPED23	0.000000700372290346977	1.15759141766435	0.475	0.177	0.0144360736486319	7	MPPED2
RP11-217L21.1	0.000000772453501447314	1.15046705210335	0.325	0.083	0.015921811571832	7	RP11-217L21.1
BRINP16	0.000000818032999993321	1.31941905835253	0.55	0.227	0.0168612961958623	7	BRINP1
JARID22	0.000000838500365058269	0.912882950136334	0.725	0.373	0.017283169524581	7	JARID2
RP11-739G5.11	0.000000944136629478455	1.45283228563554	0.375	0.117	0.0194605442068099	7	RP11-739G5.1
RGCC1	0.000000979433218687097	1.0760324278555	0.525	0.177	0.0201880775035784	7	RGCC
NFAT51	0.00000113429088549817	0.763339215686314	0.825	0.502	0.0233800037318882	7	NFAT5
WDR173	0.0000012713749699507	0.758107113084193	0.625	0.267	0.0262055808806239	7	WDR17
PDGFC2	0.00000132072828208803	1.17764150685262	0.375	0.12	0.0272228513503986	7	PDGFC
RNF19B	0.00000142441205197281	1.05103911158932	0.325	0.085	0.0293599812152635	7	RNF19B
ZFHX32	0.00000150282335098354	0.93792470890328	0.475	0.174	0.0309761949104728	7	ZFHX3
NR2F1-AS15	0.00000155538089013717	0.998946444301618	0.6	0.265	0.0320595109075074	7	NR2F1-AS1
H3F3B2	0.00000157036057867605	1.00854151571515	0.7	0.375	0.0323682722476708	7	H3F3B
DAB2IP1	0.00000166199351519226	1.446227463175	0.325	0.094	0.0342570103351428	7	DAB2IP
AC016723.4	0.00000181152337384726	1.60957398955289	0.375	0.128	0.0373391197817396	7	AC016723.4
